num	glyph	G0-source	description
541	电	G0-3567	GB/T 2312—1980，21—71
542	佃	G0-3568	GB/T 2312—1980，21—72
543	甸	G0-3569	GB/T 2312—1980，21—73
544	店	G0-356A	GB/T 2312—1980，21—74
545	惦	G0-356B	GB/T 2312—1980，21—75
546	奠	G0-356C	GB/T 2312—1980，21—76
547	淀	G0-356D	GB/T 2312—1980，21—77
548	殿	G0-356E	GB/T 2312—1980，21—78
549	碉	G0-356F	GB/T 2312—1980，21—79
550	叼	G0-3570	GB/T 2312—1980，21—80
551	雕	G0-3571	GB/T 2312—1980，21—81
552	凋	G0-3572	GB/T 2312—1980，21—82
553	刁	G0-3573	GB/T 2312—1980，21—83
554	掉	G0-3574	GB/T 2312—1980，21—84
555	吊	G0-3575	GB/T 2312—1980，21—85
556	钓	G0-3576	GB/T 2312—1980，21—86
557	调	G0-3577	GB/T 2312—1980，21—87
558	跌	G0-3578	GB/T 2312—1980，21—88
559	爹	G0-3579	GB/T 2312—1980，21—89
560	碟	G0-357A	GB/T 2312—1980，21—90
561	蝶	G0-357B	GB/T 2312—1980，21—91
562	迭	G0-357C	GB/T 2312—1980，21—92
563	谍	G0-357D	GB/T 2312—1980，21—93
564	叠	G0-357E	GB/T 2312—1980，21—94
565	丁	G0-3621	GB/T 2312—1980，22—01
566	盯	G0-3622	GB/T 2312—1980，22—02
567	叮	G0-3623	GB/T 2312—1980，22—03
568	钉	G0-3624	GB/T 2312—1980，22—04
569	顶	G0-3625	GB/T 2312—1980，22—05
570	鼎	G0-3626	GB/T 2312—1980，22—06
571	锭	G0-3627	GB/T 2312—1980，22—07
572	定	G0-3628	GB/T 2312—1980，22—08
573	订	G0-3629	GB/T 2312—1980，22—09
574	丢	G0-362A	GB/T 2312—1980，22—10
575	东	G0-362B	GB/T 2312—1980，22—11
576	冬	G0-362C	GB/T 2312—1980，22—12
577	董	G0-362D	GB/T 2312—1980，22—13
578	懂	G0-362E	GB/T 2312—1980，22—14
579	动	G0-362F	GB/T 2312—1980，22—15
580	栋	G0-3630	GB/T 2312—1980，22—16
581	侗	G0-3631	GB/T 2312—1980，22—17
582	恫	G0-3632	GB/T 2312—1980，22—18
583	冻	G0-3633	GB/T 2312—1980，22—19
584	洞	G0-3634	GB/T 2312—1980，22—20
585	兜	G0-3635	GB/T 2312—1980，22—21
586	抖	G0-3636	GB/T 2312—1980，22—22
587	斗	G0-3637	GB/T 2312—1980，22—23
588	陡	G0-3638	GB/T 2312—1980，22—24
589	豆	G0-3639	GB/T 2312—1980，22—25
590	逗	G0-363A	GB/T 2312—1980，22—26
591	痘	G0-363B	GB/T 2312—1980，22—27
592	都	G0-363C	GB/T 2312—1980，22—28
593	督	G0-363D	GB/T 2312—1980，22—29
594	毒	G0-363E	GB/T 2312—1980，22—30
595	犊	G0-363F	GB/T 2312—1980，22—31
596	独	G0-3640	GB/T 2312—1980，22—32
597	读	G0-3641	GB/T 2312—1980，22—33
598	堵	G0-3642	GB/T 2312—1980，22—34
599	睹	G0-3643	GB/T 2312—1980，22—35
600	赌	G0-3644	GB/T 2312—1980，22—36
601	杜	G0-3645	GB/T 2312—1980，22—37
602	镀	G0-3646	GB/T 2312—1980，22—38
603	肚	G0-3647	GB/T 2312—1980，22—39
604	度	G0-3648	GB/T 2312—1980，22—40
605	渡	G0-3649	GB/T 2312—1980，22—41
606	妒	G0-364A	GB/T 2312—1980，22—42
607	端	G0-364B	GB/T 2312—1980，22—43
608	短	G0-364C	GB/T 2312—1980，22—44
609	锻	G0-364D	GB/T 2312—1980，22—45
610	段	G0-364E	GB/T 2312—1980，22—46
611	断	G0-364F	GB/T 2312—1980，22—47
612	缎	G0-3650	GB/T 2312—1980，22—48
613	堆	G0-3651	GB/T 2312—1980，22—49
614	兑	G0-3652	GB/T 2312—1980，22—50
615	队	G0-3653	GB/T 2312—1980，22—51
616	对	G0-3654	GB/T 2312—1980，22—52
617	墩	G0-3655	GB/T 2312—1980，22—53
618	吨	G0-3656	GB/T 2312—1980，22—54
619	蹲	G0-3657	GB/T 2312—1980，22—55
620	敦	G0-3658	GB/T 2312—1980，22—56
621	顿	G0-3659	GB/T 2312—1980，22—57
622	囤	G0-365A	GB/T 2312—1980，22—58
623	钝	G0-365B	GB/T 2312—1980，22—59
624	盾	G0-365C	GB/T 2312—1980，22—60
625	遁	G0-365D	GB/T 2312—1980，22—61
626	掇	G0-365E	GB/T 2312—1980，22—62
627	哆	G0-365F	GB/T 2312—1980，22—63
628	多	G0-3660	GB/T 2312—1980，22—64
629	夺	G0-3661	GB/T 2312—1980，22—65
630	垛	G0-3662	GB/T 2312—1980，22—66
631	躲	G0-3663	GB/T 2312—1980，22—67
632	朵	G0-3664	GB/T 2312—1980，22—68
633	跺	G0-3665	GB/T 2312—1980，22—69
634	舵	G0-3666	GB/T 2312—1980，22—70
635	剁	G0-3667	GB/T 2312—1980，22—71
636	惰	G0-3668	GB/T 2312—1980，22—72
637	堕	G0-3669	GB/T 2312—1980，22—73
638	蛾	G0-366A	GB/T 2312—1980，22—74
639	峨	G0-366B	GB/T 2312—1980，22—75
640	鹅	G0-366C	GB/T 2312—1980，22—76
641	俄	G0-366D	GB/T 2312—1980，22—77
642	额	G0-366E	GB/T 2312—1980，22—78
643	讹	G0-366F	GB/T 2312—1980，22—79
644	娥	G0-3670	GB/T 2312—1980，22—80
645	恶	G0-3671	GB/T 2312—1980，22—81
646	厄	G0-3672	GB/T 2312—1980，22—82
647	扼	G0-3673	GB/T 2312—1980，22—83
648	遏	G0-3674	GB/T 2312—1980，22—84
649	鄂	G0-3675	GB/T 2312—1980，22—85
650	饿	G0-3676	GB/T 2312—1980，22—86
651	恩	G0-3677	GB/T 2312—1980，22—87
652	而	G0-3678	GB/T 2312—1980，22—88
653	儿	G0-3679	GB/T 2312—1980，22—89
654	耳	G0-367A	GB/T 2312—1980，22—90
655	尔	G0-367B	GB/T 2312—1980，22—91
656	饵	G0-367C	GB/T 2312—1980，22—92
657	洱	G0-367D	GB/T 2312—1980，22—93
658	二	G0-367E	GB/T 2312—1980，22—94
659	贰	G0-3721	GB/T 2312—1980，23—01
660	发	G0-3722	GB/T 2312—1980，23—02
661	罚	G0-3723	GB/T 2312—1980，23—03
662	筏	G0-3724	GB/T 2312—1980，23—04
663	伐	G0-3725	GB/T 2312—1980，23—05
664	乏	G0-3726	GB/T 2312—1980，23—06
665	阀	G0-3727	GB/T 2312—1980，23—07
666	法	G0-3728	GB/T 2312—1980，23—08
667	珐	G0-3729	GB/T 2312—1980，23—09
668	藩	G0-372A	GB/T 2312—1980，23—10
669	帆	G0-372B	GB/T 2312—1980，23—11
670	番	G0-372C	GB/T 2312—1980，23—12
671	翻	G0-372D	GB/T 2312—1980，23—13
672	樊	G0-372E	GB/T 2312—1980，23—14
673	矾	G0-372F	GB/T 2312—1980，23—15
674	钒	G0-3730	GB/T 2312—1980，23—16
675	繁	G0-3731	GB/T 2312—1980，23—17
676	凡	G0-3732	GB/T 2312—1980，23—18
677	烦	G0-3733	GB/T 2312—1980，23—19
678	反	G0-3734	GB/T 2312—1980，23—20
679	返	G0-3735	GB/T 2312—1980，23—21
680	范	G0-3736	GB/T 2312—1980，23—22
681	贩	G0-3737	GB/T 2312—1980，23—23
682	犯	G0-3738	GB/T 2312—1980，23—24
683	饭	G0-3739	GB/T 2312—1980，23—25
684	泛	G0-373A	GB/T 2312—1980，23—26
685	坊	G0-373B	GB/T 2312—1980，23—27
686	芳	G0-373C	GB/T 2312—1980，23—28
687	方	G0-373D	GB/T 2312—1980，23—29
688	肪	G0-373E	GB/T 2312—1980，23—30
689	房	G0-373F	GB/T 2312—1980，23—31
690	防	G0-3740	GB/T 2312—1980，23—32
691	妨	G0-3741	GB/T 2312—1980，23—33
692	仿	G0-3742	GB/T 2312—1980，23—34
693	访	G0-3743	GB/T 2312—1980，23—35
694	纺	G0-3744	GB/T 2312—1980，23—36
695	放	G0-3745	GB/T 2312—1980，23—37
696	菲	G0-3746	GB/T 2312—1980，23—38
697	非	G0-3747	GB/T 2312—1980，23—39
698	啡	G0-3748	GB/T 2312—1980，23—40
699	飞	G0-3749	GB/T 2312—1980，23—41
700	肥	G0-374A	GB/T 2312—1980，23—42
701	匪	G0-374B	GB/T 2312—1980，23—43
702	诽	G0-374C	GB/T 2312—1980，23—44
703	吠	G0-374D	GB/T 2312—1980，23—45
704	肺	G0-374E	GB/T 2312—1980，23—46
705	废	G0-374F	GB/T 2312—1980，23—47
706	沸	G0-3750	GB/T 2312—1980，23—48
707	费	G0-3751	GB/T 2312—1980，23—49
708	芬	G0-3752	GB/T 2312—1980，23—50
709	酚	G0-3753	GB/T 2312—1980，23—51
710	吩	G0-3754	GB/T 2312—1980，23—52
711	氛	G0-3755	GB/T 2312—1980，23—53
712	分	G0-3756	GB/T 2312—1980，23—54
713	纷	G0-3757	GB/T 2312—1980，23—55
714	坟	G0-3758	GB/T 2312—1980，23—56
715	焚	G0-3759	GB/T 2312—1980，23—57
716	汾	G0-375A	GB/T 2312—1980，23—58
717	粉	G0-375B	GB/T 2312—1980，23—59
718	奋	G0-375C	GB/T 2312—1980，23—60
719	份	G0-375D	GB/T 2312—1980，23—61
720	忿	G0-375E	GB/T 2312—1980，23—62
721	愤	G0-375F	GB/T 2312—1980，23—63
722	粪	G0-3760	GB/T 2312—1980，23—64
723	丰	G0-3761	GB/T 2312—1980，23—65
724	封	G0-3762	GB/T 2312—1980，23—66
725	枫	G0-3763	GB/T 2312—1980，23—67
726	蜂	G0-3764	GB/T 2312—1980，23—68
727	峰	G0-3765	GB/T 2312—1980，23—69
728	锋	G0-3766	GB/T 2312—1980，23—70
729	风	G0-3767	GB/T 2312—1980，23—71
730	疯	G0-3768	GB/T 2312—1980，23—72
731	烽	G0-3769	GB/T 2312—1980，23—73
732	逢	G0-376A	GB/T 2312—1980，23—74
733	冯	G0-376B	GB/T 2312—1980，23—75
734	缝	G0-376C	GB/T 2312—1980，23—76
735	讽	G0-376D	GB/T 2312—1980，23—77
736	奉	G0-376E	GB/T 2312—1980，23—78
737	凤	G0-376F	GB/T 2312—1980，23—79
738	佛	G0-3770	GB/T 2312—1980，23—80
739	否	G0-3771	GB/T 2312—1980，23—81
740	夫	G0-3772	GB/T 2312—1980，23—82
741	敷	G0-3773	GB/T 2312—1980，23—83
742	肤	G0-3774	GB/T 2312—1980，23—84
743	孵	G0-3775	GB/T 2312—1980，23—85
744	扶	G0-3776	GB/T 2312—1980，23—86
745	拂	G0-3777	GB/T 2312—1980，23—87
746	辐	G0-3778	GB/T 2312—1980，23—88
747	幅	G0-3779	GB/T 2312—1980，23—89
748	氟	G0-377A	GB/T 2312—1980，23—90
749	符	G0-377B	GB/T 2312—1980，23—91
750	伏	G0-377C	GB/T 2312—1980，23—92
751	俘	G0-377D	GB/T 2312—1980，23—93
752	服	G0-377E	GB/T 2312—1980，23—94
753	浮	G0-3821	GB/T 2312—1980，24—01
754	涪	G0-3822	GB/T 2312—1980，24—02
755	福	G0-3823	GB/T 2312—1980，24—03
756	袱	G0-3824	GB/T 2312—1980，24—04
757	弗	G0-3825	GB/T 2312—1980，24—05
758	甫	G0-3826	GB/T 2312—1980，24—06
759	抚	G0-3827	GB/T 2312—1980，24—07
760	辅	G0-3828	GB/T 2312—1980，24—08
761	俯	G0-3829	GB/T 2312—1980，24—09
762	釜	G0-382A	GB/T 2312—1980，24—10
763	斧	G0-382B	GB/T 2312—1980，24—11
764	脯	G0-382C	GB/T 2312—1980，24—12
765	腑	G0-382D	GB/T 2312—1980，24—13
766	府	G0-382E	GB/T 2312—1980，24—14
767	腐	G0-382F	GB/T 2312—1980，24—15
768	赴	G0-3830	GB/T 2312—1980，24—16
769	副	G0-3831	GB/T 2312—1980，24—17
770	覆	G0-3832	GB/T 2312—1980，24—18
771	赋	G0-3833	GB/T 2312—1980，24—19
772	复	G0-3834	GB/T 2312—1980，24—20
773	傅	G0-3835	GB/T 2312—1980，24—21
774	付	G0-3836	GB/T 2312—1980，24—22
775	阜	G0-3837	GB/T 2312—1980，24—23
776	父	G0-3838	GB/T 2312—1980，24—24
777	腹	G0-3839	GB/T 2312—1980，24—25
778	负	G0-383A	GB/T 2312—1980，24—26
779	富	G0-383B	GB/T 2312—1980，24—27
780	讣	G0-383C	GB/T 2312—1980，24—28
781	附	G0-383D	GB/T 2312—1980，24—29
782	妇	G0-383E	GB/T 2312—1980，24—30
783	缚	G0-383F	GB/T 2312—1980，24—31
784	咐	G0-3840	GB/T 2312—1980，24—32
785	噶	G0-3841	GB/T 2312—1980，24—33
786	嘎	G0-3842	GB/T 2312—1980，24—34
787	该	G0-3843	GB/T 2312—1980，24—35
788	改	G0-3844	GB/T 2312—1980，24—36
789	概	G0-3845	GB/T 2312—1980，24—37
790	钙	G0-3846	GB/T 2312—1980，24—38
791	盖	G0-3847	GB/T 2312—1980，24—39
792	溉	G0-3848	GB/T 2312—1980，24—40
793	干	G0-3849	GB/T 2312—1980，24—41
794	甘	G0-384A	GB/T 2312—1980，24—42
795	杆	G0-384B	GB/T 2312—1980，24—43
796	柑	G0-384C	GB/T 2312—1980，24—44
797	竿	G0-384D	GB/T 2312—1980，24—45
798	肝	G0-384E	GB/T 2312—1980，24—46
799	赶	G0-384F	GB/T 2312—1980，24—47
800	感	G0-3850	GB/T 2312—1980，24—48
801	秆	G0-3851	GB/T 2312—1980，24—49
802	敢	G0-3852	GB/T 2312—1980，24—50
803	赣	G0-3853	GB/T 2312—1980，24—51
804	冈	G0-3854	GB/T 2312—1980，24—52
805	刚	G0-3855	GB/T 2312—1980，24—53
806	钢	G0-3856	GB/T 2312—1980，24—54
807	缸	G0-3857	GB/T 2312—1980，24—55
808	肛	G0-3858	GB/T 2312—1980，24—56
809	纲	G0-3859	GB/T 2312—1980，24—57
810	岗	G0-385A	GB/T 2312—1980，24—58
811	港	G0-385B	GB/T 2312—1980，24—59
812	杠	G0-385C	GB/T 2312—1980，24—60
813	篙	G0-385D	GB/T 2312—1980，24—61
814	皋	G0-385E	GB/T 2312—1980，24—62
815	高	G0-385F	GB/T 2312—1980，24—63
816	膏	G0-3860	GB/T 2312—1980，24—64
817	羔	G0-3861	GB/T 2312—1980，24—65
818	糕	G0-3862	GB/T 2312—1980，24—66
819	搞	G0-3863	GB/T 2312—1980，24—67
820	镐	G0-3864	GB/T 2312—1980，24—68
821	稿	G0-3865	GB/T 2312—1980，24—69
822	告	G0-3866	GB/T 2312—1980，24—70
823	哥	G0-3867	GB/T 2312—1980，24—71
824	歌	G0-3868	GB/T 2312—1980，24—72
825	搁	G0-3869	GB/T 2312—1980，24—73
826	戈	G0-386A	GB/T 2312—1980，24—74
827	鸽	G0-386B	GB/T 2312—1980，24—75
828	胳	G0-386C	GB/T 2312—1980，24—76
829	疙	G0-386D	GB/T 2312—1980，24—77
830	割	G0-386E	GB/T 2312—1980，24—78
831	革	G0-386F	GB/T 2312—1980，24—79
832	葛	G0-3870	GB/T 2312—1980，24—80
833	格	G0-3871	GB/T 2312—1980，24—81
834	蛤	G0-3872	GB/T 2312—1980，24—82
835	阁	G0-3873	GB/T 2312—1980，24—83
836	隔	G0-3874	GB/T 2312—1980，24—84
837	铬	G0-3875	GB/T 2312—1980，24—85
838	个	G0-3876	GB/T 2312—1980，24—86
839	各	G0-3877	GB/T 2312—1980，24—87
840	给	G0-3878	GB/T 2312—1980，24—88
841	根	G0-3879	GB/T 2312—1980，24—89
842	跟	G0-387A	GB/T 2312—1980，24—90
843	耕	G0-387B	GB/T 2312—1980，24—91
844	更	G0-387C	GB/T 2312—1980，24—92
845	庚	G0-387D	GB/T 2312—1980，24—93
846	羹	G0-387E	GB/T 2312—1980，24—94
847	埂	G0-3921	GB/T 2312—1980，25—01
848	耿	G0-3922	GB/T 2312—1980，25—02
849	梗	G0-3923	GB/T 2312—1980，25—03
850	工	G0-3924	GB/T 2312—1980，25—04
851	攻	G0-3925	GB/T 2312—1980，25—05
852	功	G0-3926	GB/T 2312—1980，25—06
853	恭	G0-3927	GB/T 2312—1980，25—07
854	龚	G0-3928	GB/T 2312—1980，25—08
855	供	G0-3929	GB/T 2312—1980，25—09
856	躬	G0-392A	GB/T 2312—1980，25—10
857	公	G0-392B	GB/T 2312—1980，25—11
858	宫	G0-392C	GB/T 2312—1980，25—12
859	弓	G0-392D	GB/T 2312—1980，25—13
860	巩	G0-392E	GB/T 2312—1980，25—14
861	汞	G0-392F	GB/T 2312—1980，25—15
862	拱	G0-3930	GB/T 2312—1980，25—16
863	贡	G0-3931	GB/T 2312—1980，25—17
864	共	G0-3932	GB/T 2312—1980，25—18
865	钩	G0-3933	GB/T 2312—1980，25—19
866	勾	G0-3934	GB/T 2312—1980，25—20
867	沟	G0-3935	GB/T 2312—1980，25—21
868	苟	G0-3936	GB/T 2312—1980，25—22
869	狗	G0-3937	GB/T 2312—1980，25—23
870	垢	G0-3938	GB/T 2312—1980，25—24
871	构	G0-3939	GB/T 2312—1980，25—25
872	购	G0-393A	GB/T 2312—1980，25—26
873	够	G0-393B	GB/T 2312—1980，25—27
874	辜	G0-393C	GB/T 2312—1980，25—28
875	菇	G0-393D	GB/T 2312—1980，25—29
876	咕	G0-393E	GB/T 2312—1980，25—30
877	箍	G0-393F	GB/T 2312—1980，25—31
878	估	G0-3940	GB/T 2312—1980，25—32
879	沽	G0-3941	GB/T 2312—1980，25—33
880	孤	G0-3942	GB/T 2312—1980，25—34
881	姑	G0-3943	GB/T 2312—1980，25—35
882	鼓	G0-3944	GB/T 2312—1980，25—36
883	古	G0-3945	GB/T 2312—1980，25—37
884	蛊	G0-3946	GB/T 2312—1980，25—38
885	骨	G0-3947	GB/T 2312—1980，25—39
886	谷	G0-3948	GB/T 2312—1980，25—40
887	股	G0-3949	GB/T 2312—1980，25—41
888	故	G0-394A	GB/T 2312—1980，25—42
889	顾	G0-394B	GB/T 2312—1980，25—43
890	固	G0-394C	GB/T 2312—1980，25—44
891	雇	G0-394D	GB/T 2312—1980，25—45
892	刮	G0-394E	GB/T 2312—1980，25—46
893	瓜	G0-394F	GB/T 2312—1980，25—47
894	剐	G0-3950	GB/T 2312—1980，25—48
895	寡	G0-3951	GB/T 2312—1980，25—49
896	挂	G0-3952	GB/T 2312—1980，25—50
897	褂	G0-3953	GB/T 2312—1980，25—51
898	乖	G0-3954	GB/T 2312—1980，25—52
899	拐	G0-3955	GB/T 2312—1980，25—53
900	怪	G0-3956	GB/T 2312—1980，25—54
901	棺	G0-3957	GB/T 2312—1980，25—55
902	关	G0-3958	GB/T 2312—1980，25—56
903	官	G0-3959	GB/T 2312—1980，25—57
904	冠	G0-395A	GB/T 2312—1980，25—58
905	观	G0-395B	GB/T 2312—1980，25—59
906	管	G0-395C	GB/T 2312—1980，25—60
907	馆	G0-395D	GB/T 2312—1980，25—61
908	罐	G0-395E	GB/T 2312—1980，25—62
909	惯	G0-395F	GB/T 2312—1980，25—63
910	灌	G0-3960	GB/T 2312—1980，25—64
911	贯	G0-3961	GB/T 2312—1980，25—65
912	光	G0-3962	GB/T 2312—1980，25—66
913	广	G0-3963	GB/T 2312—1980，25—67
914	逛	G0-3964	GB/T 2312—1980，25—68
915	瑰	G0-3965	GB/T 2312—1980，25—69
916	规	G0-3966	GB/T 2312—1980，25—70
917	圭	G0-3967	GB/T 2312—1980，25—71
918	硅	G0-3968	GB/T 2312—1980，25—72
919	归	G0-3969	GB/T 2312—1980，25—73
920	龟	G0-396A	GB/T 2312—1980，25—74
921	闺	G0-396B	GB/T 2312—1980，25—75
922	轨	G0-396C	GB/T 2312—1980，25—76
923	鬼	G0-396D	GB/T 2312—1980，25—77
924	诡	G0-396E	GB/T 2312—1980，25—78
925	癸	G0-396F	GB/T 2312—1980，25—79
926	桂	G0-3970	GB/T 2312—1980，25—80
927	柜	G0-3971	GB/T 2312—1980，25—81
928	跪	G0-3972	GB/T 2312—1980，25—82
929	贵	G0-3973	GB/T 2312—1980，25—83
930	刽	G0-3974	GB/T 2312—1980，25—84
931	辊	G0-3975	GB/T 2312—1980，25—85
932	滚	G0-3976	GB/T 2312—1980，25—86
933	棍	G0-3977	GB/T 2312—1980，25—87
934	锅	G0-3978	GB/T 2312—1980，25—88
935	郭	G0-3979	GB/T 2312—1980，25—89
936	国	G0-397A	GB/T 2312—1980，25—90
937	果	G0-397B	GB/T 2312—1980，25—91
938	裹	G0-397C	GB/T 2312—1980，25—92
939	过	G0-397D	GB/T 2312—1980，25—93
940	哈	G0-397E	GB/T 2312—1980，25—94
941	骸	G0-3A21	GB/T 2312—1980，26—01
942	孩	G0-3A22	GB/T 2312—1980，26—02
943	海	G0-3A23	GB/T 2312—1980，26—03
944	氦	G0-3A24	GB/T 2312—1980，26—04
945	亥	G0-3A25	GB/T 2312—1980，26—05
946	害	G0-3A26	GB/T 2312—1980，26—06
947	骇	G0-3A27	GB/T 2312—1980，26—07
948	酣	G0-3A28	GB/T 2312—1980，26—08
949	憨	G0-3A29	GB/T 2312—1980，26—09
950	邯	G0-3A2A	GB/T 2312—1980，26—10
951	韩	G0-3A2B	GB/T 2312—1980，26—11
952	含	G0-3A2C	GB/T 2312—1980，26—12
953	涵	G0-3A2D	GB/T 2312—1980，26—13
954	寒	G0-3A2E	GB/T 2312—1980，26—14
955	函	G0-3A2F	GB/T 2312—1980，26—15
956	喊	G0-3A30	GB/T 2312—1980，26—16
957	罕	G0-3A31	GB/T 2312—1980，26—17
958	翰	G0-3A32	GB/T 2312—1980，26—18
959	撼	G0-3A33	GB/T 2312—1980，26—19
960	捍	G0-3A34	GB/T 2312—1980，26—20
961	旱	G0-3A35	GB/T 2312—1980，26—21
962	憾	G0-3A36	GB/T 2312—1980，26—22
963	悍	G0-3A37	GB/T 2312—1980，26—23
964	焊	G0-3A38	GB/T 2312—1980，26—24
965	汗	G0-3A39	GB/T 2312—1980，26—25
966	汉	G0-3A3A	GB/T 2312—1980，26—26
967	夯	G0-3A3B	GB/T 2312—1980，26—27
968	杭	G0-3A3C	GB/T 2312—1980，26—28
969	航	G0-3A3D	GB/T 2312—1980，26—29
970	壕	G0-3A3E	GB/T 2312—1980，26—30
971	嚎	G0-3A3F	GB/T 2312—1980，26—31
972	豪	G0-3A40	GB/T 2312—1980，26—32
973	毫	G0-3A41	GB/T 2312—1980，26—33
974	郝	G0-3A42	GB/T 2312—1980，26—34
975	好	G0-3A43	GB/T 2312—1980，26—35
976	耗	G0-3A44	GB/T 2312—1980，26—36
977	号	G0-3A45	GB/T 2312—1980，26—37
978	浩	G0-3A46	GB/T 2312—1980，26—38
979	呵	G0-3A47	GB/T 2312—1980，26—39
980	喝	G0-3A48	GB/T 2312—1980，26—40
981	荷	G0-3A49	GB/T 2312—1980，26—41
982	菏	G0-3A4A	GB/T 2312—1980，26—42
983	核	G0-3A4B	GB/T 2312—1980，26—43
984	禾	G0-3A4C	GB/T 2312—1980，26—44
985	和	G0-3A4D	GB/T 2312—1980，26—45
986	何	G0-3A4E	GB/T 2312—1980，26—46
987	合	G0-3A4F	GB/T 2312—1980，26—47
988	盒	G0-3A50	GB/T 2312—1980，26—48
989	貉	G0-3A51	GB/T 2312—1980，26—49
990	阂	G0-3A52	GB/T 2312—1980，26—50
991	河	G0-3A53	GB/T 2312—1980，26—51
992	涸	G0-3A54	GB/T 2312—1980，26—52
993	赫	G0-3A55	GB/T 2312—1980，26—53
994	褐	G0-3A56	GB/T 2312—1980，26—54
995	鹤	G0-3A57	GB/T 2312—1980，26—55
996	贺	G0-3A58	GB/T 2312—1980，26—56
997	嘿	G0-3A59	GB/T 2312—1980，26—57
998	黑	G0-3A5A	GB/T 2312—1980，26—58
999	痕	G0-3A5B	GB/T 2312—1980，26—59
1000	很	G0-3A5C	GB/T 2312—1980，26—60
1001	狠	G0-3A5D	GB/T 2312—1980，26—61
1002	恨	G0-3A5E	GB/T 2312—1980，26—62
1003	哼	G0-3A5F	GB/T 2312—1980，26—63
1004	亨	G0-3A60	GB/T 2312—1980，26—64
1005	横	G0-3A61	GB/T 2312—1980，26—65
1006	衡	G0-3A62	GB/T 2312—1980，26—66
1007	恒	G0-3A63	GB/T 2312—1980，26—67
1008	轰	G0-3A64	GB/T 2312—1980，26—68
1009	哄	G0-3A65	GB/T 2312—1980，26—69
1010	烘	G0-3A66	GB/T 2312—1980，26—70
1011	虹	G0-3A67	GB/T 2312—1980，26—71
1012	鸿	G0-3A68	GB/T 2312—1980，26—72
1013	洪	G0-3A69	GB/T 2312—1980，26—73
1014	宏	G0-3A6A	GB/T 2312—1980，26—74
1015	弘	G0-3A6B	GB/T 2312—1980，26—75
1016	红	G0-3A6C	GB/T 2312—1980，26—76
1017	喉	G0-3A6D	GB/T 2312—1980，26—77
1018	侯	G0-3A6E	GB/T 2312—1980，26—78
1019	猴	G0-3A6F	GB/T 2312—1980，26—79
1020	吼	G0-3A70	GB/T 2312—1980，26—80
1021	厚	G0-3A71	GB/T 2312—1980，26—81
1022	候	G0-3A72	GB/T 2312—1980，26—82
1023	后	G0-3A73	GB/T 2312—1980，26—83
1024	呼	G0-3A74	GB/T 2312—1980，26—84
1025	乎	G0-3A75	GB/T 2312—1980，26—85
1026	忽	G0-3A76	GB/T 2312—1980，26—86
1027	瑚	G0-3A77	GB/T 2312—1980，26—87
1028	壶	G0-3A78	GB/T 2312—1980，26—88
1029	葫	G0-3A79	GB/T 2312—1980，26—89
1030	胡	G0-3A7A	GB/T 2312—1980，26—90
1031	蝴	G0-3A7B	GB/T 2312—1980，26—91
1032	狐	G0-3A7C	GB/T 2312—1980，26—92
1033	糊	G0-3A7D	GB/T 2312—1980，26—93
1034	湖	G0-3A7E	GB/T 2312—1980，26—94
1035	弧	G0-3B21	GB/T 2312—1980，27—01
1036	虎	G0-3B22	GB/T 2312—1980，27—02
1037	唬	G0-3B23	GB/T 2312—1980，27—03
1038	护	G0-3B24	GB/T 2312—1980，27—04
1039	互	G0-3B25	GB/T 2312—1980，27—05
1040	沪	G0-3B26	GB/T 2312—1980，27—06
1041	户	G0-3B27	GB/T 2312—1980，27—07
1042	花	G0-3B28	GB/T 2312—1980，27—08
1043	哗	G0-3B29	GB/T 2312—1980，27—09
1044	华	G0-3B2A	GB/T 2312—1980，27—10
1045	猾	G0-3B2B	GB/T 2312—1980，27—11
1046	滑	G0-3B2C	GB/T 2312—1980，27—12
1047	画	G0-3B2D	GB/T 2312—1980，27—13
1048	划	G0-3B2E	GB/T 2312—1980，27—14
